koi_disposition,koi_period,koi_prad,koi_sma,koi_teq,koi_impact,koi_duration,koi_depth,koi_slogg,koi_srad,koi_kepmag,koi_smass,planet_star_radius_ratio,transit_depth,koi_max_sngle_ev,koi_max_mult_ev,kepoi_name,kepler_name,koi_dor,koi_parm_prov,koi_ror,koi_srho,koi_fittype,koi_datalink_dvr,koi_period_err1,koi_period_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_num_transits,detection_confidence,period_precision,depth_precision,is_grazing_transit,planets_in_system,is_multi_planet_system,physical_realism_score,detection_quality_score
CONFIRMED,15.053988,1.44,0.1078,665.0,0.886,4.422,222.0,4.479,0.818,14.503,0.734,0.016135575,260.3567703887421,3.427206,12.717842,K02483.01,Kepler-1252 b,12.98,q1_q17_dr25_koi,0.016079,0.18253,LS+MCMC,009/009851/009851662/dv/kplr009851662-20160209194854_dvr.pdf,0.000123,-0.000123,15.7,-15.7,0.00253,-0.00269,73.0,8.072524,122390.1463414634,14.140127388535033,0,2747.0,1,4.0,4.656525199405358
CANDIDATE,3.6793687,0.92,0.043,1112.0,0.885,3.47,85.9,4.474,0.848,13.884,0.781,0.00994414,98.88591785627368,3.6322112,15.345064,K02840.01,UNVETTED,4.04,q1_q17_dr25_koi,0.009964,0.09235,LS+MCMC,006/006467/006467363/dv/kplr006467363-20160209194854_dvr.pdf,2.01e-05,-2.01e-05,5.2,-5.2,0.000977,-0.00152,362.0,9.4886376,183053.16915422885,16.51923076923077,0,1.0,0,3.0,6.275619128132703
CANDIDATE,7.4464636,0.77,0.0688,879.0,0.531,4.084,78.0,4.474,0.848,13.884,0.781,0.008322813,69.26921159851683,3.0656095,9.285837,K02840.02,UNVETTED,11.96,q1_q17_dr25_koi,0.008309,0.58342,LS+MCMC,006/006467/006467363/dv/kplr006467363-20160209194854_dvr.pdf,0.000104,-0.000104,7.1,-7.1,0.00024,-0.000669,165.0,6.175723250000001,71600.61153846154,10.985915492957748,0,1.0,0,3.0,5.42211824600975
CONFIRMED,159.3888,2.73,0.5368,289.0,0.109,8.432,1030.0,4.464,0.874,15.822,0.812,0.028630337,819.6962110882814,7.127487,15.520331,K02841.01,Kepler-1881 b,147.69,q1_q17_dr25_koi,0.028604,2.3989,LS+MCMC,008/008758/008758204/dv/kplr008758204-20160209194854_dvr.pdf,0.00349,-0.00349,68.1,-68.1,0.00146,-0.00108,9.0,11.323909,45670.14326647564,15.12481644640235,0,2747.0,1,4.0,2.693860130938866
CONFIRMED,1.5654126,1.73,0.0182,648.0,0.003,0.7572,2750.0,4.923,0.328,16.257,0.328,0.04834455,2337.1953719309336,4.9627504,33.523926,K02842.01,Kepler-446 b,16.57,q1_q17_dr25_koi,0.048437,35.12423,LS+MCMC,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,1.6e-06,-1.6e-06,83.1,-83.1,0.00214,-0.000505,336.0,19.2433382,978382.875,33.092659446450064,0,2747.0,1,4.0,6.365424521914014
CONFIRMED,5.1489234,1.72,0.0403,436.0,0.719,0.9613,2360.0,4.923,0.328,16.257,0.328,0.0480651,2310.253863583973,4.4788084,17.186102,K02842.02,Kepler-446 d,31.2,q1_q17_dr25_koi,0.048149,21.7424,LS+MCMC,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,1.25e-05,-1.25e-05,120.0,-120.0,0.00953,-0.0035,88.0,10.832455200000002,411913.872,19.666666666666668,0,2747.0,1,4.0,4.899813131369838
FALSE POSITIVE,0.7309434,1.37,0.0163,2190.0,0.792,3.004,135.0,4.418,1.067,15.021,1.085,0.011768779,138.50415252765328,4.0077095,17.67672,K02917.01,UNVETTED,1.462,q1_q17_dr25_koi,0.011722,0.11057,LS+MCMC,003/003228/003228945/dv/kplr003228945-20160209194854_dvr.pdf,4.18e-06,-4.18e-06,6.1,-6.1,0.00201,-0.00109,1557.0,10.84221475,174866.84210526317,22.13114754098361,0,1.0,0,2.0,7.773698382698644
FALSE POSITIVE,0.5155528,13.96,0.0112,1807.0,1.128,1.7869,1220.0,4.556,0.73,15.786,0.698,0.1752822,30723.84851616781,6.7602344,28.659103,K02918.01,UNVETTED,1.354,q1_q17_dr25_koi,0.175099,0.17661,LS+MCMC,007/007008/007008149/dv/kplr007008149-20160209194854_dvr.pdf,3.96e-07,-3.96e-07,18.7,-18.7,1.14,-0.0599,2200.0,17.7096687,1301901.01010101,65.24064171122996,1,1.0,0,0.0,8.293093188296423
CONFIRMED,2.5225906,25.82,0.036,1205.0,1.261,1.406,210.0,4.559,0.86,14.816,0.977,0.27519023,75729.67136920545,3.392311,11.662024,K02919.01,Kepler-1885 b,2.86,q1_q17_dr25_koi,0.274887,0.06929,LS+MCMC,010/010332/010332213/dv/kplr010332213-20160209194854_dvr.pdf,6.82e-06,-6.82e-06,14.7,-14.7,48.2,-0.971,539.0,7.5271675,369881.31964809383,14.285714285714286,1,2747.0,1,1.0,6.639532683098979
CONFIRMED,6.7396827,1.48,0.068,1011.0,0.662,4.183,142.0,4.261,1.176,14.455,0.92,0.0115353195,133.0636052525462,4.054879,12.498557,K02920.01,Kepler-1386 b,9.45,q1_q17_dr25_koi,0.011491,0.35113,LS+MCMC,007/007090/007090524/dv/kplr007090524-20160209194854_dvr.pdf,6.4e-05,-6.4e-05,10.7,-10.7,0.0027,-0.000813,204.0,8.276717999999999,105307.54218750002,13.271028037383179,0,2747.0,1,3.0,5.671600306214081
CONFIRMED,41.745987,2.4,0.2384,584.0,0.049,4.6125,422.0,4.316,1.171,11.854,1.034,0.018785795,352.9061218382081,20.143671,92.42659,K00276.01,Kepler-509 b,70.36,q1_q17_dr25_koi,0.018741,3.78052,LS+MCMC,011/011133/011133306/dv/kplr011133306-20160209194854_dvr.pdf,4.57e-05,-4.57e-05,4.5,-4.5,0.000401,-0.000169,33.0,56.2851305,913478.9277899343,93.77777777777777,0,2747.0,1,3.0,4.5443653266317074
FALSE POSITIVE,75.378006,3.82,0.3495,455.0,0.989,6.744,448.0,4.374,1.077,13.693,1.001,0.032510445,1056.9290093008651,17.691256,21.453985,K02702.01,UNVETTED,25.2,q1_q17_dr25_koi,0.032476,0.05341,LS+MCMC,006/006307/006307063/dv/kplr006307063-20160209194854_dvr.pdf,0.000739,-0.000739,26.2,-26.2,59.9,-0.00972,16.0,19.5726205,102000.00811907984,17.099236641221374,1,1.0,0,3.0,3.3185265253426417
CONFIRMED,213.25853,2.72,0.6085,202.0,0.037,7.768,1990.0,4.649,0.637,15.165,0.659,0.039138548,1531.8260197533618,14.325043,28.472113,K02703.01,Kepler-1318 b,217.8,q1_q17_dr25_koi,0.039058,4.29671,LS+MCMC,005/005871/005871985/dv/kplr005871985-20160209194854_dvr.pdf,0.00121,-0.00121,62.6,-62.6,0.00173,-0.000802,7.0,21.398578,176246.71900826448,31.789137380191693,0,2747.0,1,4.0,2.642437049990392
CONFIRMED,100.283066,2.51,0.4312,475.0,0.535,10.8636,351.0,4.238,1.297,10.5,1.059,0.017738177,314.64293868255595,17.652754,51.932014,K00260.02,Kepler-126 d,61.1,q1_q17_dr25_koi,0.017719,0.42858,LS+MCMC,008/008292/008292840/dv/kplr008292840-20160209194854_dvr.pdf,0.000262,-0.000262,4.4,-4.4,0.00151,-0.000465,15.0,34.792384,382759.79389312974,79.77272727272727,0,2747.0,1,3.0,3.559676499719415
CONFIRMED,4.8712234,1.56,0.0301,341.0,0.706,1.5916,6460.0,5.112,0.18,17.475,0.153,0.07943782,6310.367981267544,8.1851425,41.95647,K02704.01,Kepler-445 c,19.11,q1_q17_dr25_koi,0.079431,5.56558,LS+MCMC,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,7.69e-06,-7.69e-06,152.0,-152.0,0.00869,-0.00718,119.0,25.07080625,633449.0767230169,42.5,0,2747.0,1,5.0,5.4154758990915095
CONFIRMED,2.9841578,0.92,0.0217,401.0,0.45,1.2637,2600.0,5.112,0.18,17.475,0.153,0.046847947,2194.7302183369698,3.9131248,19.508406,K02704.02,Kepler-445 b,17.06,q1_q17_dr25_koi,0.046896,10.55546,LS+MCMC,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,8.75e-06,-8.75e-06,129.0,-129.0,0.00111,-0.00305,195.0,11.7107654,341046.60571428575,20.155038759689923,0,2747.0,1,4.0,5.700410124865183
CONFIRMED,2.8867624,1.24,0.0296,557.0,0.92,0.9879,632.0,4.875,0.389,14.717,0.415,0.029217787,853.6791343170039,5.6550226,35.076653,K02705.01,Kepler-1319 b,10.36,q1_q17_dr25_koi,0.029146,2.52148,LS+MCMC,011/011453/011453592/dv/kplr011453592-20160209194854_dvr.pdf,3.74e-06,-3.74e-06,22.6,-22.6,0.00106,-0.00617,269.0,20.3658378,771861.6042780748,27.964601769911503,1,2747.0,1,4.0,6.138687782577259
FALSE POSITIVE,0.49843463,1.08,0.0112,1676.0,0.288,0.955,239.0,4.618,0.708,15.397,0.766,0.013981885,195.49312745708488,4.3306966,13.911604,K02763.01,UNVETTED,3.928,q1_q17_dr25_koi,0.014007,4.61376,LS+MCMC,003/003834/003834322/dv/kplr003834322-20160209194854_dvr.pdf,9.04e-07,-9.04e-07,11.8,-11.8,0.000488,-0.000706,1345.0,9.1211503,551365.7411504424,20.25423728813559,0,1.0,0,2.0,7.6017596409333885
CANDIDATE,2.2529767,1.19,0.0281,795.0,0.157,1.7131,468.0,4.708,0.559,15.794,0.583,0.019512387,380.7332498097857,4.0609536,20.500761,K02764.01,UNVETTED,10.14,q1_q17_dr25_koi,0.019552,3.8844,LS+MCMC,010/010073/010073672/dv/kplr010073672-20160209194854_dvr.pdf,8.34e-06,-8.34e-06,24.9,-24.9,0.000984,-0.000555,502.0,12.280857300000001,270141.09112709836,18.79518072289157,0,1.0,0,4.0,6.641942594123806
FALSE POSITIVE,2.7550547,1.74,0.0419,1783.0,0.738,3.426,85.5,4.063,1.748,13.883,1.291,0.009123954,83.24652983036401,4.4575615,22.056444,K02765.01,UNVETTED,4.31,q1_q17_dr25_koi,0.009138,0.19983,LS+MCMC,011/011188/011188249/dv/kplr011188249-20160209194854_dvr.pdf,1.37e-05,-1.37e-05,3.6,-3.6,0.00119,-0.000669,479.0,13.25700275,201098.88321167885,23.75,0,1.0,0,3.0,6.627238680303407
FALSE POSITIVE,1.5721812,50.0,0.0322,3000.0,1.149,7.219,220.0,3.421,4.315,13.157,1.789,0.10620977,11280.514481474438,5.3388414,18.294212,K02766.01,UNVETTED,1.193,q1_q17_dr25_koi,0.163671,0.01301,LS+MCMC,004/004677/004677282/dv/kplr004677282-20160209194854_dvr.pdf,7.88e-06,-7.88e-06,5.8,-5.8,0.363,-0.108,858.0,11.8165267,199515.38071065987,37.93103448275862,1,1.0,0,1.0,7.240113362400574
FALSE POSITIVE,1.2880583,1.08,0.0232,1736.0,0.214,3.419,92.6,4.33,1.132,14.487,0.998,0.0087448545,76.47247674590783,4.0380383,21.663082,K02767.01,UNVETTED,2.9,q1_q17_dr25_koi,0.00872,0.27891,LS+MCMC,005/005097/005097470/dv/kplr005097470-20160209194854_dvr.pdf,7.46e-06,-7.46e-06,3.8,-3.8,0.000191,-0.000448,1045.0,12.85056015,172661.9705093834,24.36842105263158,0,1.0,0,3.0,7.404584759613284
FALSE POSITIVE,2.7228825,1.06,0.0374,1162.0,0.08,2.408,153.0,4.53,0.872,15.003,0.938,0.011142038,124.14500762245255,4.461305,14.0844,K02844.01,UNVETTED,8.73,q1_q17_dr25_koi,0.01112,1.69513,LS+MCMC,004/004858/004858610/dv/kplr004858610-20160209194854_dvr.pdf,1.56e-05,-1.56e-05,11.7,-11.7,0.000638,-0.000486,494.0,9.2728525,174543.75,13.076923076923078,0,1.0,0,3.0,6.5617399671066785
CONFIRMED,1.5740904,0.93,0.0236,998.0,0.071,1.5796,225.0,4.662,0.65,15.571,0.731,0.013114292,171.98464830707852,3.8345857,14.877646,K02845.01,Kepler-1367 b,7.72,q1_q17_dr25_koi,0.013129,3.50756,LS+MCMC,010/010591/010591855/dv/kplr010591855-20160209194854_dvr.pdf,5.52e-06,-5.52e-06,15.2,-15.2,0.000967,-0.00042,859.0,9.35611585,285161.3043478261,14.80263157894737,0,2747.0,1,3.0,7.126511195926918
FALSE POSITIVE,0.9477383,0.88,0.0164,1229.0,0.022,1.206,202.0,4.643,0.638,15.761,0.654,0.012642625,159.835957000775,3.9122555,12.351125,K02846.01,UNVETTED,6.1,q1_q17_dr25_koi,0.012562,4.78876,LS+MCMC,004/004832/004832175/dv/kplr004832175-20160209194854_dvr.pdf,4.39e-06,-4.39e-06,22.3,-22.3,0.0015,-0.000386,1196.0,8.13169025,215885.7175398633,9.058295964125561,0,1.0,0,2.0,7.399730384363982
CONFIRMED,13.787263,1.55,0.1151,894.0,0.921,5.747,75.1,4.139,1.458,12.458,1.068,0.009744273,94.95084788044396,4.1894684,16.214994,K02848.01,Kepler-1882 b,7.65,q1_q17_dr25_koi,0.009753,0.04456,LS+MCMC,007/007749/007749773/dv/kplr007749773-20160209194854_dvr.pdf,0.000102,-0.000102,3.6,-3.6,3.6e-05,-0.00185,98.0,10.2022312,135169.24509803922,20.86111111111111,1,2747.0,1,3.0,5.0056130931307194
CONFIRMED,14.4359455,1.46,0.1242,884.0,0.613,3.414,107.0,4.264,1.352,11.485,1.225,0.009898091,97.97219250776386,5.7231855,24.057016,K00271.03,Kepler-127 b,25.9,q1_q17_dr25_koi,0.009895,1.58394,LS+MCMC,009/009451/009451706/dv/kplr009451706-20160209194854_dvr.pdf,6.2e-05,-6.2e-05,5.3,-5.3,0.00271,-0.000464,90.0,14.89010075,232837.8306451613,20.18867924528302,0,2747.0,1,3.0,4.965107218135482
CONFIRMED,5.959586,1.02,0.0646,897.0,0.26,2.899,133.0,4.535,0.9,14.52,1.012,0.010388023,107.911026425226,4.440677,12.840978,K02849.01,Kepler-1692 b,15.35,q1_q17_dr25_koi,0.010427,1.92585,LS+MCMC,010/010064/010064256/dv/kplr010064256-20160209194854_dvr.pdf,4.4e-05,-4.4e-05,9.6,-9.6,0.000535,-0.000482,224.0,8.6408275,135445.13636363635,13.854166666666668,0,2747.0,1,3.0,5.772336718155061
CANDIDATE,16.614622,1.49,0.1196,604.0,0.017,2.706,361.0,4.548,0.8,15.46,0.825,0.017071495,291.43590883161204,2.9802232,9.203787,K02921.01,UNVETTED,47.7,q1_q17_dr25_koi,0.017048,7.43787,LS+MCMC,006/006842/006842807/dv/kplr006842807-20160209194854_dvr.pdf,0.000131,-0.000131,37.7,-37.7,0.0012,-0.00103,65.0,6.0920051,126829.17557251907,9.575596816976127,0,1.0,0,4.0,4.48642970901976
FALSE POSITIVE,0.49758193,0.76,0.0105,1801.0,0.328,1.46,141.0,4.634,0.63,15.481,0.624,0.01105728,122.26343255578814,2.987405,10.130858,K02922.01,UNVETTED,2.57,q1_q17_dr25_koi,0.011001,1.30255,LS+MCMC,004/004381/004381282/dv/kplr004381282-20160209194854_dvr.pdf,1.6e-06,-1.6e-06,11.4,-11.4,0.000919,-0.000221,1073.0,6.5591314999999994,310988.70625000005,12.368421052631579,0,1.0,0,2.0,7.304026118854019
CANDIDATE,5.83893,1.19,0.0598,835.0,0.319,1.1066,237.0,4.588,0.769,14.628,0.839,0.014183907,201.18321403307235,3.5297143,12.597187,K02923.01,UNVETTED,38.8,q1_q17_dr25_koi,0.014115,32.41974,LS+MCMC,009/009815/009815053/dv/kplr009815053-20160209194854_dvr.pdf,2.05e-05,-2.05e-05,19.8,-19.8,0.000788,-0.000799,228.0,8.06345065,284825.8536585366,11.969696969696969,0,1.0,0,3.0,5.770618073465772
CONFIRMED,2.2795234,0.87,0.031,1123.0,0.033,1.6202,127.0,4.516,0.797,14.589,0.76,0.01000544,100.1088243722919,3.1430776,13.661968,K02924.01,Kepler-1387 b,10.87,q1_q17_dr25_koi,0.010043,4.67079,LS+MCMC,007/007609/007609553/dv/kplr007609553-20160209194854_dvr.pdf,8.54e-06,-8.54e-06,9.0,-9.0,0.000598,-0.000525,584.0,8.4025228,266923.11475409835,14.11111111111111,0,2747.0,1,3.0,6.72718010607184
CONFIRMED,12.285472,2.21,0.0882,434.0,0.291,2.996,1620.0,4.718,0.564,16.279,0.605,0.035916038,1289.961766202411,6.359875,16.71722,K02926.01,Kepler-1388 b,31.15,q1_q17_dr25_koi,0.035947,3.78957,LS+MCMC,010/010122/010122538/dv/kplr010122538-20160209194854_dvr.pdf,9.25e-05,-9.25e-05,74.1,-74.1,0.00137,-0.0016,40.0,11.5385475,132815.91351351351,21.862348178137655,0,2747.0,1,3.0,4.141906679008794
CONFIRMED,5.5360937,2.2,0.0519,566.0,0.791,2.2942,1220.0,4.718,0.564,16.279,0.605,0.035753522,1278.3143155176324,4.9750314,17.191265,K02926.02,Kepler-1388 c,12.37,q1_q17_dr25_koi,0.035793,1.16751,LS+MCMC,010/010122/010122538/dv/kplr010122538-20160209194854_dvr.pdf,3.15e-05,-3.15e-05,61.6,-61.6,0.00633,-0.00474,88.0,11.0831482,175749.00634920635,19.805194805194805,0,2747.0,1,3.0,4.902988122309602
CANDIDATE,3.097569,1.75,0.0463,1782.0,0.408,4.588,83.3,4.026,1.885,10.268,1.374,0.008509459,72.41089028326533,5.256843,29.25236,K02706.01,UNVETTED,4.8,q1_q17_dr25_koi,0.008516,0.21869,LS+MCMC,009/009697/009697131/dv/kplr009697131-20160209194854_dvr.pdf,3.17e-05,-3.17e-05,6.7,-6.7,0.000359,-0.000451,436.0,17.2546015,97715.11041009464,12.432835820895521,0,1.0,0,3.0,6.512249424488925
CONFIRMED,58.03374,3.21,0.2838,486.0,0.021,5.584,807.0,4.271,1.152,14.467,0.902,0.025540406,652.312356779851,6.9612913,25.795126,K02707.01,Kepler-399 d,81.4,q1_q17_dr25_koi,0.025518,3.03003,LS+MCMC,005/005480/005480640/dv/kplr005480640-20160209194854_dvr.pdf,0.000248,-0.000248,24.2,-24.2,0.000879,-0.000459,24.0,16.37820865,234007.01612903224,33.34710743801653,0,2747.0,1,3.0,3.736309692030438
CONFIRMED,14.425263,1.68,0.1122,773.0,0.013,3.754,221.0,4.271,1.152,14.467,0.902,0.013366941,178.67512890746906,3.828024,12.3765545,K02707.02,Kepler-399 b,29.75,q1_q17_dr25_koi,0.013363,2.39353,LS+MCMC,005/005480/005480640/dv/kplr005480640-20160209194854_dvr.pdf,0.0001,-0.0001,16.4,-16.4,0.000794,-0.000581,91.0,8.10228925,144252.62999999998,13.475609756097562,0,2747.0,1,4.0,4.870057984283582
CONFIRMED,26.675781,2.69,0.169,630.0,0.713,2.696,475.0,4.271,1.152,14.467,0.902,0.02140302,458.08925038525246,4.3060102,17.020468,K02707.03,Kepler-399 c,55.3,q1_q17_dr25_koi,0.021384,4.49752,LS+MCMC,005/005480/005480640/dv/kplr005480640-20160209194854_dvr.pdf,0.000119,-0.000119,26.4,-26.4,0.0072,-0.00176,51.0,10.6632391,224166.22689075628,17.992424242424242,0,2747.0,1,3.0,4.35228012713862
CONFIRMED,0.8683863,1.52,0.0163,1389.0,0.135,1.066,489.0,4.627,0.704,15.898,0.793,0.019790018,391.6447925925901,3.2445354,20.688766,K02708.01,Kepler-1320 b,6.319,q1_q17_dr25_koi,0.019749,6.3299,LS+MCMC,005/005175/005175986/dv/kplr005175986-20160209194854_dvr.pdf,1.54e-06,-1.54e-06,22.8,-22.8,0.000907,-0.000704,1506.0,11.9666507,563887.2077922078,21.44736842105263,0,2747.0,1,2.0,7.7486600444030245
CONFIRMED,11.828884,1.18,0.1,730.0,0.2658,3.337,191.0,4.551,0.857,15.228,0.952,0.012620497,159.27692755891348,-999.0,-999.0,K02768.01,Kepler-404 b,26.47,q1_q16_koi,0.012612,2.50636,MCMC,009/009008/009008737/dv/kplr009008737-20130815195353_dvr.pdf,0.000316,-0.000316,23.5,-23.5,0.000992,-0.00087,-999.0,-999.0,37433.17721518988,8.127659574468085,0,2747.0,1,4.0,
CONFIRMED,14.751204,1.63,0.1159,678.0,0.8759,1.25,261.0,4.551,0.857,15.228,0.952,0.017433397,303.923347336453,-999.0,-999.0,K02768.02,Kepler-404 c,46.7,q1_q16_koi,0.017404,8.85148,MCMC,UNKNOWN,0.000204,-0.000204,39.3,-39.3,0.00543,-0.00411,-999.0,-999.0,72309.82352941176,6.641221374045802,0,2747.0,1,4.0,
FALSE POSITIVE,1.480324,1.46,0.0249,1743.0,0.617,1.833,166.0,4.342,1.081,13.66,0.936,0.0123794805,153.2515312197751,4.2090263,26.264198,K02769.01,UNVETTED,5.01,q1_q17_dr25_koi,0.012369,1.08736,LS+MCMC,009/009692/009692128/dv/kplr009692128-20160209194854_dvr.pdf,3.37e-06,-3.37e-06,6.4,-6.4,0.00812,-0.000521,908.0,15.23661215,439265.2818991098,25.9375,0,1.0,0,3.0,7.294063152463876
CANDIDATE,205.38591,2.11,0.5898,200.0,0.008,8.681,1250.0,4.659,0.624,15.558,0.646,0.030993678,960.6080683600322,9.07475,19.161308,K02770.01,UNVETTED,186.32,q1_q17_dr25_koi,0.030926,2.90062,LS+MCMC,010/010917/010917043/dv/kplr010917043-20160209194854_dvr.pdf,0.00205,-0.00205,59.9,-59.9,0.00164,-0.000779,7.0,14.118029,100188.24878048779,20.868113522537563,0,1.0,0,4.0,2.5291247889080557
CONFIRMED,6.8870707,1.3,0.072,1155.0,0.696,4.4679,68.7,4.122,1.474,11.197,1.05,0.008083903,65.34949508280098,5.231696,27.484186,K00041.02,Kepler-100 b,8.62,q1_q17_dr25_koi,0.008082,0.25585,LS+MCMC,006/006521/006521045/dv/kplr006521045-20160209194854_dvr.pdf,2.28e-05,-2.28e-05,2.0,-2.0,8e-06,-0.000632,187.0,16.357941,302064.50438596494,34.35,0,2747.0,1,3.0,5.756551212064207
FALSE POSITIVE,165.75597,50.0,0.5822,398.0,98.6021,8.45,57.3,4.119,1.412,10.458,0.958,0.32457164,105346.74323600772,-999.0,-999.0,K00267.01,UNVETTED,152.1,q1_q16_koi,97.605156,2.42062,MCMC,UNKNOWN,0.0104,-0.0104,9.7,-9.7,2.39,-31.3,-999.0,-999.0,15938.074038461538,5.907216494845361,1,1.0,0,3.0,
FALSE POSITIVE,1.114312,1.07,0.0206,1635.0,0.141,2.112,160.0,4.554,0.849,15.411,0.939,0.011551845,133.4451129803229,3.4767501,13.826928,K02850.01,UNVETTED,4.081,q1_q17_dr25_koi,0.011562,1.03568,LS+MCMC,004/004075/004075015/dv/kplr004075015-20160209194854_dvr.pdf,4.81e-06,-4.81e-06,12.2,-12.2,0.000667,-0.000429,960.0,8.65183905,231665.69646569647,13.114754098360656,0,1.0,0,3.0,7.2192148634957345
CONFIRMED,3.420647,2.27,0.0426,1129.0,0.92,1.767,357.0,4.411,0.966,15.472,0.877,0.021538923,463.9251965101736,3.9437602,16.792065,K02851.01,Kepler-1985 b,6.63,q1_q17_dr25_koi,0.021524,0.47172,LS+MCMC,006/006697/006697605/dv/kplr006697605-20160209194854_dvr.pdf,1.93e-05,-1.93e-05,30.4,-30.4,0.000255,-0.00499,330.0,10.3679126,177235.59585492229,11.743421052631579,1,2747.0,1,2.0,6.160299015633135
CANDIDATE,1.2393575,1.5,0.0216,1583.0,0.932,1.683,151.0,4.411,0.966,15.472,0.877,0.014232769,202.57169596691,4.0382876,10.2235,K02851.02,UNVETTED,2.45,q1_q17_dr25_koi,0.014238,0.1815,LS+MCMC,006/006697/006697605/dv/kplr006697605-20160209194854_dvr.pdf,1.03e-05,-1.03e-05,19.4,-19.4,0.00377,-0.00326,874.0,7.1308938,120325.9708737864,7.783505154639176,1,1.0,0,3.0,7.062820379190207
CONFIRMED,0.6756504,1.36,0.0153,2085.0,0.03,1.8261,201.0,4.493,0.961,15.892,1.049,0.012971517,168.26025401948144,3.436966,17.354563,K02852.01,Kepler-1368 b,2.923,q1_q17_dr25_koi,0.012949,1.03448,LS+MCMC,006/006294/006294819/dv/kplr006294819-20160209194854_dvr.pdf,2.4e-06,-2.4e-06,10.7,-10.7,0.000613,-0.000386,1681.0,10.395764499999999,281521.0,18.785046728971963,0,2747.0,1,2.0,7.83018912920019
CANDIDATE,1.4070201,1.12,0.0229,1350.0,0.167,1.3766,182.0,4.485,0.849,14.946,0.804,0.012091651,146.20800919077394,3.9892275,15.100548,K02853.01,UNVETTED,7.817,q1_q17_dr25_koi,0.012061,4.56518,LS+MCMC,012/012602/012602314/dv/kplr012602314-20160209194854_dvr.pdf,4.37e-06,-4.37e-06,11.5,-11.5,0.000618,-0.000503,947.0,9.544887750000001,321972.5629290618,15.826086956521738,0,1.0,0,3.0,7.232096427465085
CANDIDATE,24.435995,2.31,0.1702,674.0,0.019,6.254,497.0,4.449,1.035,15.849,1.096,0.020457232,418.4983586417968,5.223471,15.486068,K02927.01,UNVETTED,30.46,q1_q17_dr25_koi,0.020437,0.89551,LS+MCMC,005/005787/005787131/dv/kplr005787131-20160209194854_dvr.pdf,0.000315,-0.000315,32.9,-32.9,0.001,-0.000655,47.0,10.3547695,77574.5873015873,15.106382978723405,0,1.0,0,3.0,4.25267027108063
FALSE POSITIVE,17.733736,1.24,0.1293,597.0,0.514,5.558,217.0,4.56,0.831,14.625,0.914,0.013677159,187.06469129299717,4.6478047,14.344855,K02928.01,UNVETTED,21.31,q1_q17_dr25_koi,0.013712,0.5825,LS+MCMC,003/003230/003230753/dv/kplr003230753-20160209194854_dvr.pdf,0.000221,-0.000221,15.5,-15.5,0.000414,-0.000888,78.0,9.49632985,80243.14932126697,14.0,0,1.0,0,4.0,4.7352161710772425
FALSE POSITIVE,10.064786,1.49,0.0888,729.0,0.729,2.86,286.0,4.574,0.82,14.89,0.92,0.016655115,277.392893593444,5.390547,15.078204,K02929.01,UNVETTED,19.06,q1_q17_dr25_koi,0.016687,1.29391,LS+MCMC,008/008358/008358012/dv/kplr008358012-20160209194854_dvr.pdf,5.28e-05,-5.28e-05,17.9,-17.9,0.00378,-0.0015,131.0,10.234375499999999,190620.94696969696,15.977653631284918,0,1.0,0,4.0,5.2683354762939745
FALSE POSITIVE,1.129766,0.83,0.0196,1429.0,0.338,3.096,134.0,4.625,0.715,15.625,0.793,0.010640139,113.21255714724234,3.9273322,13.042287,K02930.01,UNVETTED,2.73,q1_q17_dr25_koi,0.010587,0.30273,LS+MCMC,004/004664/004664046/dv/kplr004664046-20160209194854_dvr.pdf,1.48e-05,-1.48e-05,12.8,-12.8,0.000822,-0.00043,951.0,8.4848096,76335.54054054055,10.46875,0,1.0,0,3.0,7.1873757253168495
CONFIRMED,16.231916,3.54,0.1259,926.0,0.017,7.461,502.0,4.042,1.585,11.866,1.009,0.02047148,419.0815000720271,17.554491,109.9509,K00277.01,Kepler-36 c,16.968,q1_q17_dr25_koi,0.020452,0.35076,LS+MCMC,011/011401/011401755/dv/kplr011401755-20160209194854_dvr.pdf,1.42e-05,-1.42e-05,2.8,-2.8,0.000203,-7.4e-05,81.0,63.7526955,1143092.676056338,179.2857142857143,0,2747.0,1,2.0,5.563700491668838
FALSE POSITIVE,15.412677,2.82,0.1196,618.0,0.958,3.402,600.0,4.555,0.856,14.373,0.958,0.030196082,911.8033555101548,6.827397,24.201456,K02709.01,UNVETTED,13.17,q1_q17_dr25_koi,0.030214,0.182,LS+MCMC,004/004180/004180401/dv/kplr004180401-20160209194854_dvr.pdf,0.000256,-0.000256,96.5,-96.5,0.000747,-0.0113,57.0,15.5144265,60205.76953125001,6.217616580310881,1,1.0,0,3.0,4.413239754033911
